"X","Y","DateTime"
"840.0","603.2","264132152342"
"844.3","604.2","264132160639"
"842.5","605.6","264132169146"
"839.6","612.4","264132177430"
"840.4","613.6","264132185694"
"856.7","621.1","264132193960"
"888.7","628.7","264132202226"
"949.4","660.8","264132210734"
"946.6","654.7","264132219069"
"948.6","651.9","264132227476"
"945.4","652.2","264132235789"
"948.1","649.5","264132244040"
"945.7","632.5","264132252329"
"945.7","632.5","264132260787"
"940.7","647.0","264132269039"
"938.8","650.0","264132277438"
"944.7","646.4","264132285626"
"953.6","642.8","264132293940"
"959.6","651.3","264132302517"
"952.7","663.6","264132310747"
"952.7","663.6","264132319096"
